match_id,team1_id,team2_id,winner,loser,drawn,tied,date,type_of_match
1167020,975,1184,0,,1,,2019-08-18,First-class
1167021,1080,1167,1167,1080,,,2019-08-18,First-class
1167022,1272,1509,1272,1509,,,2019-08-18,First-class
1167023,1422,1241,1422,1241,,,2019-08-18,First-class
1167024,1085,1422,1422,1085,,,2019-09-10,First-class
1167025,1167,955,1167,955,,,2019-09-10,First-class
1167026,1184,1272,1272,1184,,,2019-09-10,First-class
1167027,1241,975,975,1241,,,2019-09-10,First-class
1167028,1509,1080,1509,1080,,,2019-09-10,First-class
1167029,955,1422,955,1422,,,2019-09-16,First-class
1167030,1080,1184,1080,1184,,,2019-09-16,First-class
1167031,1167,1241,1167,1241,,,2019-09-16,First-class
1167032,1272,975,1272,975,,,2019-09-16,First-class
1167033,1509,1085,1085,1509,,,2019-09-16,First-class
1167034,975,1080,0,,1,,2019-09-23,First-class
1167035,1085,1272,0,,1,,2019-09-23,First-class
1167036,1184,1167,0,,1,,2019-09-23,First-class
1167037,1241,955,0,,1,,2019-09-23,First-class
1167038,1422,1509,0,,1,,2019-09-23,First-class
1167049,1515,1184,1515,1184,,,2019-04-17,List A
1167050,1167,1509,1509,1167,,,2019-04-17,List A
1167051,1149,1102,1102,1149,,,2019-04-17,List A
1167052,1085,1409,1085,1409,,,2019-04-17,List A
1167053,1080,1035,1035,1080,,,2019-04-17,List A
1167054,975,1272,975,1272,,,2019-04-17,List A
1167055,955,1272,955,1272,,,2019-04-19,List A
1167056,1479,1515,0,,,1,2019-04-19,List A
1167057,975,1184,975,1184,,,2019-04-19,List A
1167058,1102,1080,1102,1080,,,2019-04-19,List A
1167059,1282,1167,1282,1167,,,2019-04-19,List A
1167060,1384,1149,1384,1149,,,2019-04-19,List A
1167061,1422,1409,1422,1409,,,2019-04-19,List A
1167062,1035,1241,1241,1035,,,2019-04-19,List A
1167063,1080,1384,1384,1080,,,2019-04-21,List A
1167064,1272,1479,1272,1479,,,2019-04-21,List A
1167065,1149,1422,1422,1149,,,2019-04-21,List A
1167066,1184,1509,1184,1509,,,2019-04-21,List A
1167067,1241,1085,1241,1085,,,2019-04-21,List A
1167068,1515,1167,1167,1515,,,2019-04-21,List A
1167069,955,1282,1282,955,,,2019-04-21,List A
1167070,1409,1035,1409,1035,,,2019-04-23,List A
1167071,1102,1241,1102,1241,,,2019-04-23,List A
1167072,1085,1149,1085,1149,,,2019-04-23,List A
1167073,1479,1282,1282,1479,,,2019-04-23,List A
1167074,1422,1384,1384,1422,,,2019-04-24,List A
1167075,1184,955,955,1184,,,2019-04-24,List A
1167076,1167,1272,1167,1272,,,2019-04-24,List A
1167077,1509,975,1509,975,,,2019-04-24,List A
1167078,1080,1149,0,1080,,,2019-04-25,List A
1167079,1409,1241,1241,1409,,,2019-04-25,List A
1167080,1102,1085,1102,1085,,,2019-04-26,List A
1167081,1272,1509,1509,1272,,,2019-04-26,List A
1167082,1282,1184,1282,1184,,,2019-04-26,List A
1167083,1384,1035,1384,1035,,,2019-04-26,List A
1167084,1479,975,975,1479,,,2019-04-26,List A
1167085,1515,955,0,,,1,2019-04-26,List A
1167086,1241,1422,1422,1241,,,2019-04-27,List A
1167087,1509,1479,1479,1509,,,2019-04-28,List A
1167088,1282,1515,1282,1515,,,2019-04-28,List A
1167089,1167,1184,1167,1184,,,2019-04-28,List A
1167090,1085,1384,1085,1384,,,2019-04-28,List A
1167091,1080,1409,1080,1409,,,2019-04-28,List A
1167092,1035,1102,1035,1102,,,2019-04-28,List A
1167093,975,955,975,955,,,2019-04-28,List A
1167094,1085,1080,1080,1085,,,2019-04-30,List A
1167095,1035,1422,1422,1035,,,2019-04-30,List A
1167096,975,1167,1167,975,,,2019-04-30,List A
1167097,955,1479,955,1479,,,2019-04-30,List A
1167098,1409,1102,1102,1409,,,2019-04-30,List A
1167099,1509,1282,1509,1282,,,2019-05-01,List A
1167100,1272,1515,1515,1272,,,2019-05-01,List A
1167101,1241,1384,1241,1384,,,2019-05-01,List A
1167102,1167,955,1167,955,,,2019-05-02,List A
1167103,1409,1149,1149,1409,,,2019-05-02,List A
1167104,1102,1422,1102,1422,,,2019-05-02,List A
1167105,1282,975,0,1282,,,2019-05-03,List A
1167106,1184,1272,1272,1184,,,2019-05-04,List A
1167107,1479,1167,1479,1167,,,2019-05-04,List A
1167108,1509,1515,1509,1515,,,2019-05-04,List A
1167109,1149,1035,1149,1035,,,2019-05-05,List A
1167110,1241,1080,1241,1080,,,2019-05-05,List A
1167111,1384,1102,1102,1384,,,2019-05-05,List A
1167112,1422,1085,1085,1422,,,2019-05-05,List A
1167113,955,1509,1509,955,,,2019-05-06,List A
1167114,1184,1479,1184,1479,,,2019-05-06,List A
1167115,1272,1282,1282,1272,,,2019-05-06,List A
1167116,1515,975,0,1515,,,2019-05-06,List A
1167117,1384,1409,1384,1409,,,2019-05-07,List A
1167118,1422,1080,1080,1422,,,2019-05-07,List A
1167119,1149,1241,1241,1149,,,2019-05-07,List A
1167120,1035,1085,1085,1035,,,2019-05-07,List A
1167121,1509,1384,1384,1509,,,2019-05-10,List A
1167122,1241,1167,1167,1241,,,2019-05-10,List A
1167123,1102,1167,1102,1167,,,2019-05-12,List A
1167124,1282,1384,1384,1282,,,2019-05-12,List A
1167125,1102,1384,1384,1102,,,2019-05-25,List A
1167268,6007,6009,6009,6007,,,2019-08-06,Women's T20
1167269,6011,6015,6015,6011,,,2019-08-06,Women's T20
1167270,6017,6013,6013,6017,,,2019-08-06,Women's T20
1167271,6011,6009,6009,6011,,,2019-08-08,Women's T20
1167272,6013,6007,6013,6007,,,2019-08-08,Women's T20
1167273,6015,6007,6015,6007,,,2019-08-10,Women's T20
1167274,6017,6011,6011,6017,,,2019-08-11,Women's T20
1167275,6009,6015,6015,6009,,,2019-08-11,Women's T20
1167276,6013,6009,0,6013,,,2019-08-12,Women's T20
1167277,6007,6017,6017,6007,,,2019-08-13,Women's T20
1167278,6015,6011,6015,6011,,,2019-08-13,Women's T20
1167279,6013,6011,6011,6013,,,2019-08-15,Women's T20
1167280,6009,6007,0,,,1,2019-08-15,Women's T20
1167281,6017,6015,6015,6017,,,2019-08-15,Women's T20
1167282,6007,6015,6015,6007,,,2019-08-18,Women's T20
1167283,6009,6013,6009,6013,,,2019-08-18,Women's T20
1167284,6011,6017,6011,6017,,,2019-08-18,Women's T20
1167285,6013,6017,6017,6013,,,2019-08-20,Women's T20
1167286,6015,6009,6015,6009,,,2019-08-20,Women's T20
1167287,6007,6011,6011,6007,,,2019-08-20,Women's T20
1167288,6009,6017,6009,6017,,,2019-08-21,Women's T20
1167289,6015,6013,6015,6013,,,2019-08-21,Women's T20
1167290,6017,6007,6017,6007,,,2019-08-23,Women's T20
1167291,6011,6013,6011,6013,,,2019-08-23,Women's T20
1167292,6011,6007,6011,6007,,,2019-08-25,Women's T20
1167293,6017,6009,6017,6009,,,2019-08-25,Women's T20
1167294,6013,6015,6015,6013,,,2019-08-25,Women's T20
1167295,6007,6013,6013,6007,,,2019-08-28,Women's T20
1167296,6015,6017,6017,6015,,,2019-08-28,Women's T20
1167297,6009,6011,6011,6009,,,2019-08-28,Women's T20
1167298,6009,6011,6009,6011,,,2019-09-01,Women's T20
1167300,6015,6009,6015,6009,,,2019-09-01,Women's T20
1167341,955,876,955,876,,,2019-03-26,First-class
1167342,975,979,975,979,,,2019-03-26,First-class
1167343,908,1035,1035,908,,,2019-03-26,First-class
1167344,1184,1179,1184,1179,,,2019-03-26,First-class
1167345,1241,1312,0,,1,,2019-03-26,First-class
1167346,1384,916,1384,916,,,2019-03-26,First-class
1167347,876,1515,1515,876,,,2019-03-31,First-class
1167348,1312,1102,0,,1,,2019-03-31,First-class
1167349,1272,979,0,,1,,2019-03-31,First-class
1167350,1422,916,0,,1,,2019-03-31,First-class
1167351,908,1282,0,,1,,2019-03-31,First-class
1167352,1149,1179,0,,1,,2019-03-31,First-class
1167359,1217,1409,0,,1,,2019-03-24,First-class
1167367,3793,3872,3793,3872,,,2018-12-06,First-class
1167368,3770,3813,3813,3770,,,2018-12-06,First-class
1167369,3770,3802,3770,3802,,,2018-12-13,First-class
1167370,3793,3813,3793,3813,,,2018-12-13,First-class
1167371,3841,3872,3872,3841,,,2018-12-13,First-class
1167372,3802,3872,3872,3802,,,2019-01-04,First-class
1167373,3841,3813,3813,3841,,,2019-01-04,First-class
1167374,3770,3793,3793,3770,,,2019-01-04,First-class
1167375,3802,3841,3841,3802,,,2019-01-10,First-class
1167376,3793,3872,3793,3872,,,2019-01-10,First-class
1167377,3793,3813,3813,3793,,,2019-01-17,First-class
1167378,3770,3841,3770,3841,,,2019-01-17,First-class
1167379,3802,3872,3802,3872,,,2019-01-17,First-class
1167380,3802,3813,3802,3813,,,2019-01-31,First-class
1167381,3793,3841,3841,3793,,,2019-01-31,First-class
1167382,3770,3872,3872,3770,,,2019-01-31,First-class
1167383,3793,3802,3793,3802,,,2019-02-07,First-class
1167384,3770,3841,3770,3841,,,2019-02-07,First-class
1167385,3813,3872,3813,3872,,,2019-02-07,First-class
1167386,3813,3841,0,,1,,2019-02-21,First-class
1167387,3802,3793,3802,3793,,,2019-02-21,First-class
1167388,3770,3872,3770,3872,,,2019-02-21,First-class
1167389,3802,3813,3813,3802,,,2019-02-28,First-class
1167390,3770,3793,3793,3770,,,2019-02-28,First-class
1167391,3841,3872,3841,3872,,,2019-02-28,First-class
1167392,3770,3802,3770,3802,,,2019-03-07,First-class
1167393,3793,3841,3793,3841,,,2019-03-07,First-class
1167394,3813,3872,3813,3872,,,2019-03-07,First-class
1167395,3770,3813,3770,3813,,,2019-03-14,First-class
1167396,3802,3841,3841,3802,,,2019-03-14,First-class
1167656,1830,6157,1830,6157,,,2018-12-07,List A
1167657,3657,6157,3657,6157,,,2018-12-08,List A
1167659,3051,6607,6607,3051,,,2018-12-09,List A
1167661,3657,1830,1830,3657,,,2018-12-10,List A
1167663,1830,3051,1830,3051,,,2018-12-13,List A
1167664,6607,3657,3657,6607,,,2018-12-13,List A
1167665,3657,1830,3657,1830,,,2018-12-15,List A
1167946,6492,6489,6492,6489,,,2018-12-08,Twenty20
1167947,6490,6489,6489,6490,,,2018-12-09,Twenty20
1167948,6493,6491,6493,6491,,,2018-12-09,Twenty20
1167949,6490,6488,6488,6490,,,2018-12-10,Twenty20
1167950,6489,6491,6489,6491,,,2018-12-10,Twenty20
1167951,6492,6491,0,,,1,2018-12-11,Twenty20
1167952,6493,6490,6493,6490,,,2018-12-11,Twenty20
1167953,6493,6492,6493,6492,,,2018-12-12,Twenty20
1167954,6488,6489,6489,6488,,,2018-12-12,Twenty20
1167955,6492,6490,6490,6492,,,2018-12-14,Twenty20
1167956,6488,6491,6488,6491,,,2018-12-14,Twenty20
1167957,6493,6488,6488,6493,,,2018-12-15,Twenty20
1167958,6490,6491,6490,6491,,,2018-12-15,Twenty20
1167959,6493,6489,6489,6493,,,2018-12-16,Twenty20
1167960,6492,6488,6488,6492,,,2018-12-17,Twenty20
1167961,6489,6488,6489,6488,,,2018-12-18,Twenty20
1167962,6493,6490,6493,6490,,,2018-12-19,Twenty20
1167963,6488,6493,6493,6488,,,2018-12-20,Twenty20
1167964,6489,6493,6489,6493,,,2018-12-22,Twenty20
1168016,1026,3867,1026,3867,,,2019-06-06,Women's ODI
1168017,1026,3867,1026,3867,,,2019-06-09,Women's ODI
1168018,1026,3867,1026,3867,,,2019-06-13,Women's ODI
1168019,1026,3867,0,1026,,,2019-06-18,Women's T20I
1168020,1026,3867,1026,3867,,,2019-06-21,Women's T20I
1168021,1026,3867,0,1026,,,2019-06-25,Women's T20I
1168022,1026,289,289,1026,,,2019-07-02,Women's ODI
1168023,1026,289,289,1026,,,2019-07-04,Women's ODI
1168024,1026,289,289,1026,,,2019-07-07,Women's ODI
1168025,1026,289,0,,1,,2019-07-18,Women's Test
1168026,1026,289,289,1026,,,2019-07-26,Women's T20I
1168027,1026,289,289,1026,,,2019-07-28,Women's T20I
1168028,1026,289,1026,289,,,2019-07-31,Women's T20I
1168112,40,29,40,29,,,2019-02-21,T20I
1168113,40,29,40,29,,,2019-02-23,T20I
1168114,40,29,40,29,,,2019-02-24,T20I
1168115,40,29,40,29,,,2019-02-28,ODI
1168116,40,29,0,40,,,2019-03-02,ODI
1168117,40,29,29,40,,,2019-03-05,ODI
1168118,40,29,40,29,,,2019-03-08,ODI
1168119,40,29,29,40,,,2019-03-10,ODI
1168120,40,29,40,29,,,2019-03-15,Test
1168160,3379,3672,3379,3672,,,2019-02-01,Women's T20I
1168161,3379,3672,3379,3672,,,2019-02-03,Women's T20I
1168162,3379,3672,3379,3672,,,2019-02-06,Women's T20I
1168164,3379,3672,3379,3672,,,2019-02-11,Women's ODI
1168165,3379,3672,3379,3672,,,2019-02-14,Women's ODI
1168166,3379,3672,3379,3672,,,2019-02-17,Women's ODI
1168242,6,2,6,2,,,2019-03-02,ODI
1168243,6,2,6,2,,,2019-03-05,ODI
1168244,6,2,2,6,,,2019-03-08,ODI
1168245,6,2,2,6,,,2019-03-10,ODI
1168246,6,2,2,6,,,2019-03-13,ODI
1168247,6,2,2,6,,,2019-02-24,T20I
1168248,6,2,2,6,,,2019-02-27,T20I
1168508,29,4,4,29,,,2019-05-05,ODI
1168509,25,4,25,4,,,2019-05-07,ODI
1168510,29,25,0,29,,,2019-05-09,ODI
1168511,29,4,4,29,,,2019-05-11,ODI
1168512,25,4,25,4,,,2019-05-13,ODI
1168513,29,25,25,29,,,2019-05-15,ODI
1168514,25,4,25,4,,,2019-05-17,ODI
1168515,29,40,29,40,,,2019-05-19,ODI
1168516,29,40,40,29,,,2019-05-21,ODI
1168517,29,9,29,9,,,2019-07-01,ODI
1168518,29,9,29,9,,,2019-07-04,ODI
1168519,29,9,29,9,,,2019-07-07,ODI
1168520,29,9,0,29,,,2019-07-10,T20I
1168521,29,9,29,9,,,2019-07-12,T20I
1168522,29,9,9,29,,,2019-07-14,T20I
1168535,2812,3105,3105,2812,,,2018-12-10,Twenty20
1168536,2916,2886,2916,2886,,,2018-12-10,Twenty20
1168537,3043,3052,3043,3052,,,2018-12-11,Twenty20
1168538,2848,2955,2955,2848,,,2018-12-11,Twenty20
1168539,2886,3105,2886,3105,,,2018-12-12,Twenty20
1168540,2916,2812,2916,2812,,,2018-12-12,Twenty20
1168541,2848,3052,2848,3052,,,2018-12-13,Twenty20
1168542,2955,3043,2955,3043,,,2018-12-13,Twenty20
1168543,2916,3105,3105,2916,,,2018-12-14,Twenty20
1168544,2886,2812,2812,2886,,,2018-12-14,Twenty20
1168545,2955,3052,3052,2955,,,2018-12-15,Twenty20
1168546,2848,3043,2848,3043,,,2018-12-15,Twenty20
1168547,2916,2848,2848,2916,,,2018-12-16,Twenty20
1168548,2886,2955,2886,2955,,,2018-12-16,Twenty20
1168549,2812,3043,3043,2812,,,2018-12-17,Twenty20
1168550,3105,3052,3052,3105,,,2018-12-17,Twenty20
1168551,2916,2955,2955,2916,,,2018-12-18,Twenty20
1168552,2848,2886,2848,2886,,,2018-12-18,Twenty20
1168553,3052,2812,3052,2812,,,2018-12-19,Twenty20
1168554,3105,3043,3105,3043,,,2018-12-19,Twenty20
1168555,2916,3043,2916,3043,,,2018-12-20,Twenty20
1168556,2886,3052,2886,3052,,,2018-12-20,Twenty20
1168557,2848,2812,2812,2848,,,2018-12-21,Twenty20
1168558,3105,2955,3105,2955,,,2018-12-21,Twenty20
1168559,2886,3043,3043,2886,,,2018-12-22,Twenty20
1168560,2916,3052,2916,3052,,,2018-12-22,Twenty20
1168561,2848,3105,3105,2848,,,2018-12-23,Twenty20
1168562,2812,2955,2812,2955,,,2018-12-23,Twenty20
1168563,3105,2848,3105,2848,,,2018-12-24,Twenty20
1168564,2916,2812,2916,2812,,,2018-12-24,Twenty20
1168565,3105,2916,2916,3105,,,2018-12-25,Twenty20
1169329,30,40,0,30,,,2019-05-08,ODI
1169330,30,40,40,30,,,2019-05-10,ODI
1169331,30,8,0,30,,,2019-05-18,ODI
1169332,30,8,8,30,,,2019-05-21,ODI
1169338,1832,1003,1832,1003,,,2019-01-23,List A
1169339,1832,1003,1832,1003,,,2019-01-25,List A
1169340,1832,1003,1832,1003,,,2019-01-27,List A
1169341,1832,1003,1832,1003,,,2019-01-29,List A
1169342,1832,1003,1003,1832,,,2019-01-31,List A
1169343,1832,1003,0,,1,,2019-02-07,First-class
1169344,1832,1003,1832,1003,,,2019-02-13,First-class
1169533,1509,2,0,,1,,2019-08-07,First-class
1169534,955,2,2,955,,,2019-08-29,First-class
1169535,1149,7,7,1149,,,2019-04-27,List A
1169536,1272,7,7,1272,,,2019-04-29,List A
1169649,1272,100,100,1272,,,2019-06-20,List A
1169650,955,100,100,955,,,2019-06-23,List A
1169651,1509,100,0,1509,,,2019-06-25,List A
1169652,1085,100,100,1085,,,2019-07-02,List A
1169653,1422,100,100,1422,,,2019-07-07,First-class
1169654,1003,291,0,,1,,2019-07-14,First-class
1169937,2573,2539,2573,2539,,,2018-12-27,Women's T20
1170367,3641,2274,3641,2274,,,2019-01-05,First-class
1170368,3641,2274,0,,1,,2019-01-13,First-class
1170369,3641,2274,3641,2274,,,2019-01-19,List A
1170370,3641,2274,3641,2274,,,2019-01-21,List A
1170371,3641,2274,3641,2274,,,2019-01-24,List A
1170372,3641,2274,3641,2274,,,2019-01-26,List A
1170373,3641,2274,3641,2274,,,2019-01-29,List A
1170374,3668,284,284,3668,,,2019-01-03,Youth ODI
1170375,3668,284,284,3668,,,2019-01-05,Youth ODI
1170376,3668,284,3668,284,,,2019-01-07,Youth ODI
1170377,3668,284,3668,284,,,2019-01-10,Youth Test
1170454,27,32,27,32,,,2019-01-25,ODI
1170455,27,32,32,27,,,2019-01-26,ODI
1170456,27,32,32,27,,,2019-01-28,ODI
1170457,27,32,27,32,,,2019-01-31,T20I
1170458,27,32,32,27,,,2019-02-01,T20I
1170459,27,32,32,27,,,2019-02-03,T20I
1171099,4995,4203,4203,4995,,,2019-01-05,Women's T20I
1171100,4995,4203,4203,4995,,,2019-01-06,Women's T20I
1171101,4995,4203,4203,4995,,,2019-01-07,Women's T20I
1171102,4995,4203,4203,4995,,,2019-01-09,Women's T20I
1171103,4995,4203,4203,4995,,,2019-01-10,Women's T20I
1171144,6108,3013,3013,6108,,,2019-01-20,Twenty20
1171346,6609,4241,4241,6609,,,2019-01-12,Women's T20
1171347,4245,4244,4244,4245,,,2019-01-12,Women's T20I
1171348,4242,6608,4242,6608,,,2019-01-12,Women's T20I
1171349,4180,6412,6412,4180,,,2019-01-12,Women's T20I
1171350,4243,4244,4244,4243,,,2019-01-13,Women's T20I
1171351,6412,6608,6412,6608,,,2019-01-13,Women's T20I
1171352,4548,4180,4180,4548,,,2019-01-13,Women's T20I
1171353,4245,4241,4241,4245,,,2019-01-13,Women's T20I
1171354,4242,4180,4242,4180,,,2019-01-14,Women's T20I
1171355,4548,6412,6412,4548,,,2019-01-14,Women's T20I
1171356,6609,4243,4243,6609,,,2019-01-14,Women's T20
1171357,4244,4241,4244,4241,,,2019-01-14,Women's T20I
1171358,4548,6608,6608,4548,,,2019-01-15,Women's T20I
1171359,4243,4241,4241,4243,,,2019-01-15,Women's T20I
1171360,6609,4245,6609,4245,,,2019-01-15,Women's T20
1171361,4242,6412,4242,6412,,,2019-01-15,Women's T20I
1171362,6609,4244,4244,6609,,,2019-01-16,Women's T20
1171363,4245,4243,4243,4245,,,2019-01-16,Women's T20I
1171364,4180,6608,4180,6608,,,2019-01-16,Women's T20I
1171365,4242,4548,4242,4548,,,2019-01-16,Women's T20I
1171366,6412,4244,4244,6412,,,2019-01-18,Women's T20I
1171367,4243,6608,6608,4243,,,2019-01-18,Women's T20I
1171368,4242,4241,4242,4241,,,2019-01-18,Women's T20I
1171369,6609,4180,4180,6609,,,2019-01-18,Women's T20
1171370,6412,4241,4241,6412,,,2019-01-19,Women's T20I
1171371,4180,6608,4180,6608,,,2019-01-19,Women's T20I
1171372,6609,4243,4243,6609,,,2019-01-19,Women's T20
1171373,4242,4244,4242,4244,,,2019-01-19,Women's T20I
1171448,4591,4590,4591,4590,,,2019-03-09,List A
1171752,108,154,108,154,,,2019-01-20,T20I
1171753,38,164,38,164,,,2019-01-20,T20I
1171754,108,164,108,164,,,2019-01-21,T20I
1171755,187,154,187,154,,,2019-01-21,T20I
1171756,38,187,0,,,1,2019-01-22,T20I
1171757,164,154,154,164,,,2019-01-22,T20I
1171758,164,187,187,164,,,2019-01-23,T20I
1171759,108,38,38,108,,,2019-01-23,T20I
1171760,38,154,154,38,,,2019-01-24,T20I
1171761,108,187,187,108,,,2019-01-24,T20I
1171762,187,154,154,187,,,2019-01-24,T20I
1172160,1863,1026,1863,1026,,,2019-02-22,Women's ODI
1172161,1863,1026,1863,1026,,,2019-02-25,Women's ODI
1172162,1863,1026,1026,1863,,,2019-02-28,Women's ODI
1172163,1863,1026,1026,1863,,,2019-03-04,Women's T20I
1172164,1863,1026,1026,1863,,,2019-03-07,Women's T20I
1172165,1863,1026,1026,1863,,,2019-03-09,Women's T20I
1172210,3022,3867,3867,3022,,,2019-02-07,Women's ODI
1172211,3022,3867,3022,3867,,,2019-02-09,Women's ODI
1172212,3022,3867,3022,3867,,,2019-02-11,Women's ODI
1172461,4993,4463,4993,4463,,,2019-01-26,Women's T20I
1172462,4993,4463,4993,4463,,,2019-01-26,Women's T20I
1172463,4993,4463,4993,4463,,,2019-01-28,Women's T20I
1172464,4993,4463,4463,4993,,,2019-01-28,Women's T20I
1172465,4993,4463,4463,4993,,,2019-01-29,Women's T20I
1172469,3022,3867,3867,3022,,,2019-01-31,Women's T20I
1172470,3022,3867,0,,,1,2019-02-01,Women's T20I
1172471,3022,3867,3022,3867,,,2019-02-03,Women's T20I
1172503,6610,29,6610,29,,,2019-02-09,Twenty20
1172504,6610,29,6610,29,,,2019-02-10,Twenty20
1172505,15,30,15,30,,,2019-02-13,T20I
1172506,37,29,29,37,,,2019-02-13,T20I
1172507,37,15,15,37,,,2019-02-15,T20I
1172508,29,30,30,29,,,2019-02-15,T20I
1172509,29,15,29,15,,,2019-02-17,T20I
1172510,37,30,30,37,,,2019-02-17,T20I
1172910,4242,4245,4242,4245,,,2019-02-18,Women's T20I
1172911,4550,4243,4243,4550,,,2019-02-18,Women's T20I
1172912,4180,4241,4241,4180,,,2019-02-18,Women's T20I
1172913,4243,4244,4244,4243,,,2019-02-19,Women's T20I
1172914,4245,4180,4245,4180,,,2019-02-19,Women's T20I
1172915,4550,4241,4241,4550,,,2019-02-19,Women's T20I
1172916,4243,4241,4241,4243,,,2019-02-21,Women's T20I
1172917,4242,4244,4242,4244,,,2019-02-21,Women's T20I
1172918,4245,4550,4245,4550,,,2019-02-21,Women's T20I
1172919,4244,4241,4244,4241,,,2019-02-22,Women's T20I
1172920,4242,4180,4242,4180,,,2019-02-22,Women's T20I
1172921,4245,4243,4245,4243,,,2019-02-22,Women's T20I
1172922,4245,4241,4241,4245,,,2019-02-24,Women's T20I
1172923,4242,4550,4242,4550,,,2019-02-24,Women's T20I
1172924,4180,4244,4244,4180,,,2019-02-24,Women's T20I
1172925,4242,4243,4242,4243,,,2019-02-25,Women's T20I
1172926,4245,4244,4244,4245,,,2019-02-25,Women's T20I
1172927,4180,4550,4180,4550,,,2019-02-25,Women's T20I
1172928,4180,4243,4180,4243,,,2019-02-27,Women's T20I
1172929,4550,4244,4244,4550,,,2019-02-27,Women's T20I
1172930,4242,4241,4242,4241,,,2019-02-27,Women's T20I
1172959,723,1022,723,1022,,,2019-01-27,Youth T20I
1172960,723,1022,723,1022,,,2019-01-29,Youth ODI
1172961,723,1022,723,1022,,,2019-01-31,Youth ODI
1172962,723,1022,723,1022,,,2019-02-02,Youth ODI
1172963,723,1022,723,1022,,,2019-02-07,Youth Test
1172964,723,1022,723,1022,,,2019-02-15,Youth Test
1173048,289,1863,1863,289,,,2020-02-21,Women's T20I
1173049,4242,3867,3867,4242,,,2020-02-22,Women's T20I
1173050,2614,3672,2614,3672,,,2020-02-22,Women's T20I
1173051,1026,3379,3379,1026,,,2020-02-23,Women's T20I
1173052,289,3672,289,3672,,,2020-02-24,Women's T20I
1173053,4240,1863,1863,4240,,,2020-02-24,Women's T20I
1173054,1026,4242,1026,4242,,,2020-02-26,Women's T20I
1173055,3022,3867,3022,3867,,,2020-02-26,Women's T20I
1173056,1863,2614,1863,2614,,,2020-02-27,Women's T20I
1173057,289,4240,289,4240,,,2020-02-27,Women's T20I
1173058,3379,4242,3379,4242,,,2020-02-28,Women's T20I
1173059,1026,3022,1026,3022,,,2020-02-28,Women's T20I
1173060,4240,2614,2614,4240,,,2020-02-29,Women's T20I
1173061,1863,3672,1863,3672,,,2020-02-29,Women's T20I
1173062,3022,3379,3379,3022,,,2020-03-01,Women's T20I
1173063,1026,3867,1026,3867,,,2020-03-01,Women's T20I
1173064,4240,3672,3672,4240,,,2020-03-02,Women's T20I
1173065,289,2614,289,2614,,,2020-03-02,Women's T20I
1173066,3022,4242,0,3022,,,2020-03-03,Women's T20I
1173067,3379,3867,0,3379,,,2020-03-03,Women's T20I
1173068,1026,1863,0,1026,,,2020-03-05,Women's T20I
1173069,289,3379,289,3379,,,2020-03-05,Women's T20I
1173070,289,1863,289,1863,,,2020-03-08,Women's T20I
1173321,6165,6166,6165,6166,,,2019-02-13,Twenty20
1173322,6162,6509,6162,6509,,,2019-02-13,Twenty20
1173323,6165,6161,6161,6165,,,2019-02-18,Twenty20
1173324,6509,6163,6163,6509,,,2019-02-11,Twenty20
1173325,6166,6162,6162,6166,,,2019-02-11,Twenty20
1173326,6161,6166,6161,6166,,,2019-02-12,Twenty20
1173327,6165,6163,6163,6165,,,2019-02-12,Twenty20
1173328,6165,6509,0,6165,,,2019-02-14,Twenty20
1173329,6161,6163,6161,6163,,,2019-02-14,Twenty20
1173330,6165,6162,0,6165,,,2019-02-16,Twenty20
1173331,6166,6509,0,6166,,,2019-02-16,Twenty20
1173332,6162,6163,6162,6163,,,2019-02-17,Twenty20
1173333,6161,6509,6509,6161,,,2019-02-17,Twenty20
1173334,6166,6163,6163,6166,,,2019-02-18,Twenty20
1173335,6161,6162,6161,6162,,,2019-02-19,Twenty20
1173336,6161,6162,6161,6162,,,2019-02-20,Twenty20
1173337,6163,6509,6509,6163,,,2019-02-21,Twenty20
1173338,6162,6509,6509,6162,,,2019-02-22,Twenty20
1173339,6161,6509,6161,6509,,,2019-02-23,Twenty20
1173596,37,30,30,37,,,2019-02-19,List A
1173597,37,30,37,30,,,2019-02-20,List A
1173598,37,30,30,37,,,2019-02-22,List A
1173741,3664,3544,0,,1,,2019-01-31,First-class
1173742,3590,3581,3590,3581,,,2019-01-31,First-class
1173743,3616,3588,3616,3588,,,2019-02-01,First-class
1173744,3572,3533,0,,1,,2019-02-01,First-class
1173745,3581,3664,0,,1,,2019-02-05,First-class
1173746,3616,3544,3544,3616,,,2019-02-05,First-class
1173747,3617,3572,0,,1,,2019-02-06,First-class
1173748,3533,3590,0,,1,,2019-02-06,First-class
1173749,3544,3533,0,,1,,2019-02-11,First-class
1173750,3664,3616,3664,3616,,,2019-02-10,First-class
1173751,3588,3590,0,,1,,2019-02-10,First-class
1173752,3581,3617,3581,3617,,,2019-02-11,First-class
1173998,2110,2230,0,,1,,2019-02-12,First-class
1174238,2,7,2,7,,,2019-03-22,ODI
1174239,2,7,2,7,,,2019-03-24,ODI
1174240,2,7,2,7,,,2019-03-27,ODI
1174241,2,7,2,7,,,2019-03-29,ODI
1174242,2,7,2,7,,,2019-03-31,ODI
1174250,5987,5975,0,,1,,2019-02-15,First-class
1174251,5977,5991,0,,1,,2019-02-15,First-class
1174252,5987,6611,0,,1,,2019-02-20,First-class
